Ingresos,Gastos,Activos,Pasivos,EBIT,ROA,ROE,Margen_Explotacion,Endeudamiento,Indice_Rentabilidad,Plantilla,Costes_Fijos,CostesVariables,Crecimiento_Ingresos,Ingresos_por_Empleado,Ratio_Gastos_Ingresos,Margen_Operativo,Solvencia,Costes_Totales,Peso_Costes_Fijos
15287.896014761232,10464.928212944798,23058.313854200675,14892.0582238931,4601.190838443487,0.0249493113895116,0.0092286125201712,0.2653861234074312,0.5764109840892804,0.0047312728861828,372.0,6639.694644422771,7984.23666834495,0.263961949563588,41.09649466333665,0.6845237698399037,0.3009695273961051,1.548363128019838,14623.93131276772,0.4540293921256215
24937.05909687653,17475.41396756947,47313.31253576125,21468.55534240321,8495.377803839752,0.091999076695369,-0.0195774795708897,0.3615479101907259,0.8858896657205226,-0.0258279764658347,121.0,3031.948844072372,9048.220251577732,0.1546455918862434,206.0913974948473,0.7007808699365973,0.3406728023074635,2.203842400252767,12080.169095650104,0.2509856294283276
26598.389226254203,22138.865151768823,35282.06240321726,24246.09345166783,4636.434527614961,0.0605230086818719,-0.0392327707226869,0.2598905073394521,0.7638540849702673,-0.0296485210743712,264.0,5605.281103146171,8314.816533617151,0.0912009917433241,100.75147434187198,0.8323385661984537,0.17431260548058,1.4551648278329263,13920.097636763325,0.4026754157487002
26599.56780013137,21234.749930137223,19566.119261270072,10097.78591213006,5905.160060874002,0.1297969733822387,-0.0294305579221707,0.0544323444971589,0.7836099027618415,-0.1449481518116163,122.0,3933.8528325195102,9381.361351921114,0.0014187240617372,218.0292442633719,0.7983118406169121,0.2220021056449209,1.937664299038672,13315.214184440623,0.2954404471477732
14639.164035225103,13606.620426937328,39838.83517614016,24949.368266631947,1226.631067230372,0.0167982295625392,0.0806973392219515,0.1042077019763877,0.510813560792956,-0.0322411090686993,254.0,2206.100752023064,3591.037871359461,0.2899090018883822,57.634504075689385,0.9294670374754156,0.0837910596724528,1.5967873314620893,5797.138623382525,0.380549939434749
25082.89445863454,21778.982306114016,12084.592210590878,5463.133296156416,3621.135222790511,-0.0178284692993104,0.0392203877952911,0.12374750308811,0.5657484588251782,-0.0491672677730737,264.0,5605.281103146171,8314.816533617151,0.0912009917433241,95.01096385846417,0.8682802673364045,0.1443667208647832,2.2120258751681905,13920.097636763325,0.4026754157487002
11231.042276619695,9726.10440804897,11043.034203583988,6434.22068090627,1581.7681702790558,-0.0121329932124076,0.1102359943076026,0.1091677901307261,0.6757468936578198,-0.0918259874973283,404.0,42990.31253777188,48459.53791707689,0.267001652224263,27.799609595593303,0.8660019407367346,0.1408389472072341,1.7162970857301336,91449.85045484875,0.4700971332806864
36326.077799917104,28971.71098768806,27297.395520304253,19551.88926435874,7174.22077539134,0.036475559576389,0.2415396105649616,0.3638572468937331,0.517994685341406,0.1190887864026634,264.0,5605.281103146171,8314.816533617151,0.0912009917433241,137.59877954514056,0.7975458057229117,0.1974950561661713,1.3961512952134425,13920.097636763325,0.4026754157487002
16303.689223007224,12288.477134983272,12664.17880137154,6573.344589972558,3448.703900871883,0.1354254315772903,0.2378987684147341,0.3996107670313344,0.7507638701626476,0.0734746609833352,250.0,4294.011446539637,3619.933973660952,0.2849224178779198,65.2147568920289,0.7537237104374009,0.2115290504927674,1.9265959098949972,7913.945420200589,0.5425879531060501
23006.30376547937,16519.03917750159,13061.347110543042,10043.051055012482,7514.920904060803,0.007594376554452,0.1509756146411896,0.1289300389080732,0.3226697808387571,-0.015003116342639,198.0,3798.461585526652,8028.35140919734,-0.0881980563203362,116.19345336100692,0.7180223014480132,0.3266461653582456,1.3005357673676397,11826.812994723992,0.3211737250957774
