Periodo_ID,Ingresos,Gastos,Activos,Pasivos,EBIT,ROA,ROE,Margen_Explotacion,Endeudamiento,Indice_Rentabilidad,Plantilla,Costes_Fijos,CostesVariables,Crecimiento_Ingresos,Ingresos_por_Empleado,Ratio_Gastos_Ingresos,Margen_Operativo,Solvencia,Costes_Totales,Peso_Costes_Fijos,Riesgo_Deterioro
1,123456.78,24987.37939901398,10860.71712529243,9234.423602007368,3811.366785824219,0.1409066220005771,-0.0036024499443553,0.1563453492017261,0.8718747675047791,-0.1084936741418041,270.0,5538.49975851708,5589.317523124901,0.1342887989633359,457.2473333333333,0.20239778972863198,0.0308720734966862,1.1761120773072984,11127.817281641981,0.49771663376016895,0
8,30450.09122566627,19446.98584568069,17670.37635962656,12420.63272664134,12315.64901500826,0.062244624042052,0.1075987396804619,0.2367915853509405,0.5731910460371571,0.0090529583679727,295.0,1099.788083353763,2547.4730929994043,0.1014299053750473,103.22064822259753,0.6386511521938856,0.4044535999493967,1.4226631403185208,3647.2611763531677,0.30153806655914395,0
1,47170.07320439235,33076.39147668534,6926.752898086423,2096.1445092851363,13716.391078122291,0.0482565130806665,0.136340858506647,0.3158953067923716,0.4992443344942922,0.0798394267139018,353.0,6912.371977394632,13080.839384248897,0.2335462570434174,133.62626970082817,0.7012156062035825,0.290785876432455,3.3045206890095113,19993.21136164353,0.34573595268721274,0
9,19592.915242189152,13880.2560926877,23211.886570210405,19841.30391647396,6666.729730763671,0.062244624042052,0.1075987396804619,0.2367915853509405,0.5731910460371571,0.0090529583679727,138.0,4808.517119981818,4559.273614360775,-0.0738369816636357,141.9776466825301,0.7084324063628641,0.34026226563815754,1.1698770740030797,9367.790734342594,0.5133032169851589,0
2,19593.07607887804,13469.944560851243,12749.502546955518,4685.473804043898,6000.973262742122,0.1094129679408496,-0.0161622300719658,0.2758450051444255,0.6074571308259938,0.0020401258778396,264.0,5605.281103146171,8314.816533617151,0.0912009917433241,74.21619726847742,0.6874849312391673,0.3062803022140746,2.7210700732019437,13920.097636763323,0.40267541574870025,0
9,48513.93754741146,37853.09587254921,30597.94205235992,10921.33992115094,11702.63497530784,0.1027314325906692,0.0615283363668487,0.1741734984543677,0.3591944260396854,0.0490955501394699,171.0,6359.266058563521,14410.066782007085,-0.0815735617171763,283.70723711936523,0.7802519808984032,0.24122212227921402,2.8016655715570264,20769.332840570605,0.3061853795390767,0
7,32328.91676454367,25457.20620518877,18048.09491365029,9020.520495073246,6780.914398054107,0.056001612602729,-0.0348199745285966,0.2987843937964176,0.3026157479739482,0.0392457118829321,264.0,5605.281103146171,8314.816533617151,0.0912009917433241,122.45801804751389,0.7874438352078854,0.20974765246359844,2.0007819863064054,13920.097636763323,0.40267541574870025,0
9,17418.05876459637,12626.526569484558,22862.48396273239,11983.137122971306,4269.831618117031,0.1432704118114856,0.1804180854077751,0.0739557799916816,0.8455590260732044,-0.0966402563560912,405.0,19017.69084483651,11995.954958293887,0.0743073231624138,43.00755250517623,0.7249100913098885,0.24513820258752445,1.9078880370070797,31013.6458031304,0.6132039736817055,1
3,28890.84441887217,20911.95029107161,10152.33113924164,4351.086520203669,7019.352731525658,-0.0147095752304477,0.0888854798915943,0.1813850831599139,0.817291774975873,-0.0891747714803683,241.0,4083.341345119288,9425.159132140749,-0.0146452349108382,119.87902248494676,0.7238262055577525,0.24296114816708,2.3332864313547184,13508.500477260037,0.30227939451851893,0
1,17470.88663313352,15548.99230197297,12662.506490630049,8244.216044767785,1864.568985144492,0.0436877578324872,0.1636494939410897,0.3912599182590326,0.6120496099299504,0.0917265688453135,428.0,9080.605036428182,9894.592763854784,-0.0920659901471137,40.81982858208766,0.8899944592671285,0.10672434801381739,1.5359260870736573,18975.197800282964,0.47855127161271377,0
1,17450.701427043034,15291.22069831034,13695.420944783711,7748.163292473451,2380.1750439792413,0.0576028506322481,0.045512566933695,0.1870881749972799,0.6187984756039056,-0.0097230321315753,477.0,3427.822633442583,6562.475293154296,-0.0220588723700648,36.584279721264224,0.87625249691189,0.13639423343125495,1.7675699940510305,9990.297926596879,0.3431151561873636,0
10,24859.14907462068,17593.529307276887,30152.450872214074,9664.02192341844,7570.983551229212,0.0567362828017795,0.066691492392476,0.112166576085126,0.482493152691279,-0.0184234367368175,304.0,8194.308602786457,6387.1480373431295,0.1307726351228208,81.77351669283118,0.707728541088261,0.3045552174172613,3.1200726893165296,14581.456640129587,0.5619677652941012,0
6,8462.161172096256,7783.715484496846,49336.83556216188,24263.42340820599,729.6355789145941,0.056001612602729,0.097314163728426,0.2140470935771738,0.5701591160979829,0.0045560252776775,163.0,9761.854909675369,19563.37665958311,-0.0955178427770115,51.91509921531445,0.9198259553556407,0.0862233138882473,2.0333831187843,29325.23156925848,0.332882449252632,0
9,16628.215084687217,11878.52989397987,34410.219811888135,24562.73479508256,4714.41468575704,0.1083331834777966,0.2078636166352836,0.1891426953116944,0.3129761954770763,0.0769172788390765,382.0,5730.039704823888,12276.372000440331,0.2339166152066169,43.52935886043774,0.7143598897105142,0.2835189863582234,1.4009115881826413,18006.411705264218,0.3182221865530653,0
